Timestamp,No. Produksi,No. Seri,Jenis Produk,Kecepatan Deteksi (ms),Status Deteksi
2024-11-15 10:25:43,,,,144.19913291931152,Gagal
2024-11-15 10:25:43,,,,112.05434799194336,Gagal
2024-11-15 10:25:44,,,,134.40227508544922,Gagal
2024-11-15 10:25:44,,,,136.5954875946045,Gagal
2024-11-15 10:25:45,,,,136.90829277038574,Gagal
2024-11-15 10:25:45,,,,132.80582427978516,Gagal
2024-11-15 10:25:46,,,,133.29577445983887,Gagal
2024-11-15 10:25:47,,,,130.73444366455078,Gagal
2024-11-15 10:25:47,,,,133.469820022583,Gagal
2024-11-15 10:25:48,,,,133.0876350402832,Gagal
2024-11-15 10:25:48,,,,153.58757972717285,Gagal
2024-11-15 10:25:49,,,,132.84754753112793,Gagal
2024-11-15 10:25:49,,,,131.8187713623047,Gagal
2024-11-15 10:25:50,,,,129.5468807220459,Gagal
